gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Binary,tenure_group,Risk_Segment,Churn_Probability,Predicted_Churn,Risk_Level,Revenue_At_Risk
Female,0,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.7,350.35,No,0,0–12 months,High Risk,0.20927549182283828,0,Low Risk,50.226118037481186
Female,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,62.9,No,0,0–12 months,High Risk,0.17327160413840353,0,Low Risk,41.58518499321685
Male,0,No,No,33,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,88.95,3027.65,No,0,24–48 months,Low Risk,0.08343242798626216,0,Low Risk,20.023782716702918
Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,2135.5,Yes,1,24–48 months,Medium Risk,0.5969567343128964,1,Medium Risk,143.26961623509513
Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.55,1723.95,No,0,48+ months,Low Risk,0.006009342747015943,0,Low Risk,1.4422422592838262
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,No,0,0–12 months,High Risk,0.2066101622961793,0,Low Risk,49.58643895108303
Male,1,No,No,71,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,56.45,3985.35,No,0,48+ months,Low Risk,0.0749308845941897,0,Low Risk,17.98341230260553
Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,1215.65,No,0,12–24 months,Medium Risk,0.6640157277901348,1,Medium Risk,159.36377466963236
Female,0,Yes,Yes,25,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.6,1502.65,Yes,1,24–48 months,Medium Risk,0.31097225864141226,0,Medium Risk,74.63334207393895
Male,0,No,No,67,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),50.55,3260.1,No,0,48+ months,Low Risk,0.007322114940252693,0,Low Risk,1.7573075856606462
Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.45,35.45,Yes,1,0–12 months,High Risk,0.7350913320950928,1,High Risk,176.42191970282227
Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.35,81.25,Yes,1,0–12 months,High Risk,0.43315707468651915,0,Medium Risk,103.9576979247646
Female,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.7,1188.2,No,0,24–48 months,Low Risk,0.012872272652972387,0,Low Risk,3.089345436713373
Female,0,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.0,1778.5,No,0,12–24 months,Medium Risk,0.25263051661174446,0,Low Risk,60.63132398681867
Female,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,1277.75,No,0,48+ months,Low Risk,0.0039024442291831353,0,Low Risk,0.9365866150039525
Male,0,No,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,1170.55,No,0,48+ months,Low Risk,0.007201742692121156,0,Low Risk,1.7284182461090776
Female,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,Yes,1,0–12 months,High Risk,0.6996944754860714,1,Medium Risk,167.92667411665715
Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.05,6425.65,No,0,48+ months,Low Risk,0.016632267038584295,0,Low Risk,3.991744089260231
Female,0,No,No,8,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.15,563.65,Yes,1,0–12 months,High Risk,0.3386387369980595,0,Medium Risk,81.27329687953429
Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.05,5971.25,No,0,48+ months,Low Risk,0.12302646376845232,0,Low Risk,29.526351304428555
Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),84.3,5289.05,No,0,48+ months,Low Risk,0.07883394352418592,0,Low Risk,18.920146445804622
Male,1,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,1756.2,No,0,48+ months,Low Risk,0.00533043364504858,0,Low Risk,1.2793040748116593
Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.05,6416.7,No,0,48+ months,Low Risk,0.03352755889701582,0,Low Risk,8.046614135283797
Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,61.35,No,0,0–12 months,Medium Risk,0.1064736899498155,0,Low Risk,25.55368558795572
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,Yes,1,0–12 months,High Risk,0.5247343770374465,1,Medium Risk,125.93625048898717
Male,0,No,Yes,30,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),64.5,1929.95,No,0,24–48 months,Low Risk,0.06476214897305275,0,Low Risk,15.542915753532661
Male,0,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.5,1071.4,No,0,12–24 months,Medium Risk,0.17812496054073937,0,Low Risk,42.74999052977745
Female,0,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55,564.35,No,0,0–12 months,High Risk,0.4900563217903979,0,Medium Risk,117.61351722969549
Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.0,655.5,Yes,1,0–12 months,High Risk,0.6874968815360706,1,Medium Risk,164.99925156865694
Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.15,7930.55,No,0,48+ months,Low Risk,0.12840954788604045,0,Low Risk,30.818291492649706
Male,0,Yes,Yes,62,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,86.1,5215.25,No,0,48+ months,Low Risk,0.014522973464722231,0,Low Risk,3.4855136315333355
Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,113.5,No,0,0–12 months,High Risk,0.16159559673622026,0,Low Risk,38.782943216692864
Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9,1152.8,No,0,12–24 months,Medium Risk,0.4858589254376836,0,Medium Risk,116.60614210504407
Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,No,0,12–24 months,Medium Risk,0.47515458845898373,0,Medium Risk,114.0371012301561
Male,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,419.9,No,0,12–24 months,Medium Risk,0.02673241793651482,0,Low Risk,6.415780304763556
Male,0,Yes,Yes,16,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,64.25,1024.0,No,0,12–24 months,Medium Risk,0.030840785794874735,0,Low Risk,7.401788590769936
Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.7,251.6,No,0,0–12 months,Medium Risk,0.046551117151554834,0,Low Risk,11.17226811637316
Female,0,No,Yes,13,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.0,764.55,No,0,12–24 months,Medium Risk,0.17745812594497706,0,Low Risk,42.58995022679449
Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4,1592.35,Yes,1,12–24 months,Medium Risk,0.3389171611347012,0,Medium Risk,81.34011867232829
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,135.2,No,0,0–12 months,High Risk,0.7172167429638614,1,High Risk,172.13201831132673
Male,0,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,3958.25,No,0,48+ months,Low Risk,0.03757479061665589,0,Low Risk,9.017949747997413
Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,233.9,No,0,0–12 months,Medium Risk,0.0689229147033927,0,Low Risk,16.541499528814246
Male,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,1363.45,No,0,48+ months,Low Risk,0.003329982775793002,0,Low Risk,0.7991958661903205
Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.9,273.0,Yes,1,0–12 months,High Risk,0.6264150273909403,1,Medium Risk,150.33960657382568
Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05,6254.45,No,0,48+ months,Low Risk,0.016178749268638645,0,Low Risk,3.8828998244732746
Male,1,Yes,No,58,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.3,2651.2,Yes,1,48+ months,Medium Risk,0.26560088260484443,0,Low Risk,63.744211825162665
Female,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.4,321.4,No,0,12–24 months,Medium Risk,0.09942377005944149,0,Low Risk,23.861704814265956
Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,3539.25,No,0,24–48 months,Low Risk,0.07737113284885036,0,Low Risk,18.569071883724085
Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,242.8,Yes,1,0–12 months,High Risk,0.8148605606002786,1,High Risk,195.56653454406685
Male,0,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.95,1181.75,No,0,12–24 months,Medium Risk,0.046581404002663154,0,Low Risk,11.179536960639156
Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.85,5000.2,Yes,1,48+ months,Low Risk,0.2890947774761937,0,Low Risk,69.38274659428649
Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.55,654.55,No,0,24–48 months,Low Risk,0.029248595292162994,0,Low Risk,7.019662870119118
Female,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.7,780.2,No,0,24–48 months,Medium Risk,0.09605040419217699,0,Low Risk,23.052097006122477
Female,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,1145.7,Yes,1,12–24 months,Medium Risk,0.5243291072502893,1,Medium Risk,125.83898574006942
Female,1,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.45,503.6,Yes,1,0–12 months,High Risk,0.4477132912252441,0,Medium Risk,107.45118989405859
Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,No,0,12–24 months,Medium Risk,0.566949641408898,1,Medium Risk,136.06791393813552
Male,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,1252.0,No,0,48+ months,Low Risk,0.016016581315664965,0,Low Risk,3.8439795157595915
Female,0,No,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.95,29.95,Yes,1,0–12 months,High Risk,0.48641831605143493,0,Medium Risk,116.74039585234438
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.3,45.3,No,0,0–12 months,High Risk,0.36774425103306213,0,Medium Risk,88.25862024793491
Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.5,662.65,Yes,1,0–12 months,High Risk,0.642644973801833,1,Medium Risk,154.23479371243994
Male,0,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.75,2453.3,No,0,24–48 months,Low Risk,0.06778249648407632,0,Low Risk,16.267799156178317
Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.25,1111.65,Yes,1,12–24 months,Medium Risk,0.4784033621873967,0,Medium Risk,114.81680692497521
Female,0,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,Yes,1,0–12 months,High Risk,0.6980173262721513,1,Medium Risk,167.52415830531632
Male,0,No,No,20,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.8,1023.85,No,0,12–24 months,Medium Risk,0.1491438855827329,0,Low Risk,35.794532539855894
Male,0,No,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.4,82.15,No,0,0–12 months,High Risk,0.4840303281425765,0,Medium Risk,116.16727875421836
Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.65,244.8,No,0,12–24 months,Medium Risk,0.06711830499579827,0,Low Risk,16.108393198991585
Female,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.6,2379.1,No,0,24–48 months,Medium Risk,0.10211534403554663,0,Low Risk,24.50768256853119
Male,0,Yes,Yes,43,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),71.9,3173.35,No,0,24–48 months,Low Risk,0.046605192951758606,0,Low Risk,11.185246308422066
Male,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.0,531.0,Yes,1,0–12 months,High Risk,0.707146412674457,1,High Risk,169.7151390418697
Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1375.4,No,0,48+ months,Low Risk,0.00317576970492139,0,Low Risk,0.7621847291811337
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.7,8129.3,No,0,48+ months,Low Risk,0.038487962003386306,0,Low Risk,9.237110880812713
Male,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.3,1192.7,No,0,48+ months,Low Risk,0.004811429758314243,0,Low Risk,1.1547431419954184
Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.55,1901.65,No,0,12–24 months,Medium Risk,0.2950438950077485,0,Low Risk,70.81053480185965
Male,0,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.1,587.4,No,0,12–24 months,Low Risk,0.021220570971967927,0,Low Risk,5.092937033272302
Male,0,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.35,6519.75,No,0,48+ months,Medium Risk,0.4020808078025073,0,Medium Risk,96.49939387260176
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.25,8041.65,No,0,48+ months,Low Risk,0.055804256008978495,0,Low Risk,13.393021442154838
Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,20.75,No,0,0–12 months,High Risk,0.18087069883461482,0,Low Risk,43.40896772030756
Female,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),101.9,2681.15,No,0,24–48 months,Low Risk,0.2180286148032258,0,Low Risk,52.32686755277419
Female,0,No,No,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),80.05,1112.3,No,0,12–24 months,Medium Risk,0.2956914163636727,0,Low Risk,70.96593992728144
Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55,7405.5,No,0,48+ months,Low Risk,0.05917002001362192,0,Low Risk,14.20080480326926
Male,0,No,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.3,1033.95,No,0,12–24 months,Medium Risk,0.43545508165943764,0,Medium Risk,104.50921959826503
Male,0,No,No,44,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),68.85,2958.95,No,0,24–48 months,Medium Risk,0.15817852202497734,0,Low Risk,37.96284528599456
Female,0,No,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),79.95,2684.85,No,0,24–48 months,Low Risk,0.1360198819287275,0,Low Risk,32.6447716628946
Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),55.45,4179.2,No,0,48+ months,Low Risk,0.010487115895374854,0,Low Risk,2.516907814889965
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.9,79.9,Yes,1,0–12 months,High Risk,0.7096806348380019,1,High Risk,170.32335236112047
Female,0,No,No,19,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.6,1934.45,Yes,1,12–24 months,Medium Risk,0.4024340121367451,0,Medium Risk,96.58416291281883
Male,0,Yes,No,64,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),102.45,6654.1,No,0,48+ months,Low Risk,0.133442690093379,0,Low Risk,32.02624562241096
Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),46.0,84.5,Yes,1,0–12 months,High Risk,0.41650004191222034,0,Medium Risk,99.96001005893288
Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,25.25,No,0,0–12 months,High Risk,0.6040809508522196,1,Medium Risk,144.9794282045327
Male,0,No,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,1124.2,No,0,48+ months,Low Risk,0.00406956231598672,0,Low Risk,0.9766949558368128
Female,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.0,540.05,No,0,24–48 months,Low Risk,0.04224204014660845,0,Low Risk,10.138089635186027
Male,1,Yes,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.8,1975.85,No,0,12–24 months,Medium Risk,0.5165227069087716,1,Medium Risk,123.96544965810517
Female,0,Yes,No,57,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.75,3437.45,No,0,48+ months,Medium Risk,0.19106801157732337,0,Low Risk,45.856322778557605
Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),45.25,3139.8,No,0,48+ months,Low Risk,0.004769073554359887,0,Low Risk,1.144577653046373
Male,0,Yes,No,66,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),56.6,3789.2,No,0,48+ months,Low Risk,0.015351650275404874,0,Low Risk,3.68439606609717
Male,0,Yes,Yes,65,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.2,5324.5,No,0,48+ months,Low Risk,0.02676312669627397,0,Low Risk,6.423150407105753
Female,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.0,624.6,No,0,0–12 months,High Risk,0.6380861883932901,1,Medium Risk,153.14068521438963
